Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
4761,01/02/13,6111,M,S,Y,4,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,$14.38
4762,01/02/13,6982,M,M,Y,1,$70K - $90K,Salem,OR,USA,Food,Dairy,Dairy,4,$10.37
4763,01/02/13,8534,F,S,N,2,$70K - $90K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,2,$5.00
4764,01/02/13,4364,M,S,Y,4,$50K - $70K,Tacoma,WA,USA,Food,Produce,Vegetables,2,$9.11
4765,01/02/13,4892,M,S,N,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,5,$25.67
4766,01/02/13,8269,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,$15.90
4767,01/02/13,2124,M,S,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,6,$26.11
4768,01/02/13,4914,F,S,N,1,$50K - $70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,4,$3.12
4769,01/02/13,260,M,M,N,5,$50K - $70K,Portland,OR,USA,Food,Dairy,Dairy,4,$18.91
4770,01/02/13,602,F,S,Y,3,$50K - $70K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,4,$15.76
4771,01/02/13,8682,F,M,N,2,$30K - $50K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,5,$27.93
4772,01/02/13,10104,F,M,Y,4,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Vegetables,6,$18.79
4773,01/02/13,7337,M,S,N,2,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,3,$3.53
4774,01/02/13,8739,M,M,N,1,$70K - $90K,Beverly Hills,CA,USA,Food,Dairy,Dairy,3,$4.83
4775,01/02/13,7472,M,M,Y,0,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,6,$13.52
4776,01/03/13,3349,M,M,Y,1,$150K +,Los Angeles,CA,USA,Food,Produce,Vegetables,4,$1.60
4777,01/03/13,4397,M,S,N,2,$30K - $50K,Spokane,WA,USA,Drink,Beverages,Pure Juice Beverages,3,$3.64
4778,01/03/13,6324,F,S,Y,3,$30K - $50K,Yakima,WA,USA,Non-Consumable,Carousel,Specialty,5,$9.50
4779,01/03/13,8665,M,S,Y,1,$50K - $70K,Seattle,WA,USA,Non-Consumable,Household,Electrical,3,$15.50
4780,01/03/13,2438,F,M,Y,1,$10K - $30K,Los Angeles,CA,USA,Food,Breakfast Foods,Breakfast Foods,5,$14.67
4781,01/03/13,7672,F,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,3,$10.15
4782,01/03/13,6012,M,M,N,3,$150K +,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,5,$15.11
4783,01/03/13,8173,F,S,N,4,$30K - $50K,Seattle,WA,USA,Food,Seafood,Seafood,6,$10.80
4784,01/03/13,2958,M,M,N,1,$50K - $70K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,5,$2.09
4785,01/03/13,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,3,$11.97
4786,01/03/13,588,M,M,N,4,$30K - $50K,Yakima,WA,USA,Food,Snacks,Candy,6,$6.12
4787,01/03/13,4938,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,5,$17.75
4788,01/03/13,5013,M,M,N,2,$10K - $30K,Los Angeles,CA,USA,Food,Baking Goods,Jams and Jellies,4,$15.39
4789,01/03/13,4486,F,S,Y,1,$110K - $130K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,$5.59
4790,01/03/13,4501,F,M,Y,4,$30K - $50K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,3,$19.49
4791,01/03/13,10189,F,S,Y,2,$90K - $110K,Vancouver,BC,Canada,Non-Consumable,Household,Paper Products,5,$11.02
4792,01/03/13,9327,M,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$12.60
4793,01/03/13,9205,M,M,Y,4,$130K - $150K,Bellingham,WA,USA,Food,Produce,Specialty,3,$2.21
4794,01/03/13,1785,F,S,N,5,$70K - $90K,Bremerton,WA,USA,Food,Canned Foods,Canned Sardines,4,$20.90
4795,01/03/13,10095,F,S,Y,1,$90K - $110K,Orizaba,Veracruz,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,$4.33
4796,01/03/13,1626,M,M,Y,0,$130K - $150K,Salem,OR,USA,Food,Deli,Meat,5,$2.92
4797,01/03/13,211,M,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Baking Goods,Baking Goods,6,$5.26
4798,01/03/13,4571,F,M,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,4,$10.47
4799,01/04/13,191,F,S,N,4,$30K - $50K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,3,$20.01
4800,01/04/13,9513,F,M,Y,4,$10K - $30K,Seattle,WA,USA,Drink,Dairy,Dairy,5,$4.22
4801,01/04/13,2712,M,M,N,4,$10K - $30K,Beverly Hills,CA,USA,Food,Baked Goods,Bread,5,$28.78
4802,01/04/13,1771,M,M,Y,4,$110K - $130K,Bellingham,WA,USA,Non-Consumable,Household,Paper Products,3,$4.05
4803,01/04/13,5877,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Fruit,4,$8.83
4804,01/04/13,3435,M,S,Y,3,$10K - $30K,Portland,OR,USA,Food,Canned Products,Fruit,5,$8.97
4805,01/04/13,3567,M,M,Y,1,$70K - $90K,Spokane,WA,USA,Drink,Beverages,Pure Juice Beverages,6,$6.44
4806,01/04/13,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,2,$8.27
4807,01/04/13,6559,M,S,N,3,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,6,$19.08
4808,01/04/13,3503,F,M,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,$5.70
4809,01/04/13,5398,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,4,$8.59
4810,01/04/13,4239,F,S,Y,4,$50K - $70K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,4,$21.22
4811,01/04/13,6047,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,3,$4.70
4812,01/04/13,4051,F,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Snacks,Candy,5,$7.74
4813,01/04/13,4165,F,S,N,4,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Pizza,3,$5.66
4814,01/04/13,9510,F,S,N,5,$70K - $90K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,$25.25
4815,01/04/13,9063,M,M,N,1,$30K - $50K,Yakima,WA,USA,Non-Consumable,Household,Electrical,4,$10.37
4816,01/04/13,9540,M,S,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,3,$8.25
4817,01/04/13,6353,M,M,Y,3,$30K - $50K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$18.08
4818,01/05/13,4373,M,S,Y,0,$50K - $70K,Portland,OR,USA,Food,Frozen Foods,Breakfast Foods,3,$2.64
4819,01/05/13,2471,M,S,Y,2,$10K - $30K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,3,$16.25
4820,01/05/13,9999,M,S,N,1,$150K +,Seattle,WA,USA,Food,Seafood,Seafood,4,$8.50
4821,01/05/13,2338,M,S,Y,0,$110K - $130K,Seattle,WA,USA,Non-Consumable,Household,Electrical,2,$8.25
4822,01/05/13,5171,M,S,N,3,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,$3.31
4823,01/05/13,1432,M,S,Y,4,$10K - $30K,Portland,OR,USA,Food,Canned Products,Fruit,3,$8.07
4824,01/05/13,3416,F,M,N,3,$110K - $130K,Beverly Hills,CA,USA,Non-Consumable,Household,Cleaning Supplies,4,$20.18
4825,01/05/13,6666,M,S,N,3,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,$8.86
4826,01/05/13,8059,M,S,N,0,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Meat,3,$7.52
4827,01/05/13,1145,F,S,N,1,$10K - $30K,Tacoma,WA,USA,Food,Baked Goods,Bread,5,$23.69
4828,01/05/13,7831,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Dairy,Dairy,3,$8.25
4829,01/05/13,1616,M,S,N,3,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,5,$4.96
4830,01/05/13,5605,M,M,Y,4,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,6,$7.28
4831,01/05/13,4657,F,S,N,2,$70K - $90K,Tacoma,WA,USA,Food,Produce,Vegetables,3,$10.04
4832,01/05/13,8534,F,S,N,2,$70K - $90K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,3,$4.16
4833,01/05/13,2518,M,S,N,1,$50K - $70K,Bellingham,WA,USA,Drink,Beverages,Pure Juice Beverages,3,$6.19
4834,01/05/13,1593,F,S,Y,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Seafood,Seafood,3,$7.65
4835,01/05/13,6855,M,M,Y,3,$50K - $70K,San Andres,DF,Mexico,Food,Frozen Foods,Frozen Entrees,5,$11.83
4836,01/05/13,3727,F,M,Y,4,$30K - $50K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,4,$8.80
4837,01/05/13,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Pure Juice Beverages,6,$6.83
4838,01/05/13,4579,F,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,4,$21.26
4839,01/05/13,9895,M,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,4,$20.24
4840,01/05/13,8615,M,M,Y,2,$90K - $110K,Merida,Yucatan,Mexico,Food,Frozen Foods,Vegetables,6,$24.95
4841,01/05/13,3390,F,M,Y,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,$17.16
4842,01/05/13,5739,M,M,Y,3,$10K - $30K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,3,$9.49
4843,01/06/13,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Snacks,Candy,3,$12.31
4844,01/06/13,1978,F,S,Y,3,$110K - $130K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,$7.33
4845,01/06/13,10021,F,M,Y,0,$70K - $90K,San Diego,CA,USA,Food,Dairy,Dairy,5,$6.97
4846,01/06/13,8966,F,S,N,3,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Household,Paper Products,5,$7.08
4847,01/06/13,3219,M,S,Y,4,$50K - $70K,Portland,OR,USA,Food,Canned Foods,Vegetables,3,$8.39
4848,01/06/13,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,5,$3.88
4849,01/06/13,9006,F,M,N,1,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Entrees,4,$5.10
4850,01/06/13,9937,M,M,N,2,$10K - $30K,Tacoma,WA,USA,Food,Produce,Fruit,4,$12.01
4851,01/06/13,1241,M,S,Y,5,$70K - $90K,Portland,OR,USA,Food,Produce,Specialty,4,$4.64
4852,01/06/13,4029,M,M,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Vegetables,4,$9.78
4853,01/06/13,8199,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Pizza,4,$2.99
4854,01/06/13,769,F,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,3,$4.10
4855,01/06/13,6291,F,S,Y,0,$30K - $50K,Bremerton,WA,USA,Food,Produce,Fruit,5,$4.93
4856,01/06/13,8742,M,S,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,3,$24.28
4857,01/06/13,1576,F,M,Y,4,$90K - $110K,Los Angeles,CA,USA,Drink,Beverages,Hot Beverages,5,$20.61
4858,01/06/13,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Carbonated Beverages,3,$3.61
4859,01/06/13,5099,F,M,Y,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,4,$15.37
4860,01/06/13,5148,F,S,Y,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Clams,5,$6.59
4861,01/06/13,9819,M,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,$4.13
4862,01/06/13,1853,F,S,N,4,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,4,$8.54
4863,01/06/13,135,M,M,Y,5,$110K - $130K,Mexico City,DF,Mexico,Food,Dairy,Dairy,5,$14.44
4864,01/06/13,8002,F,S,N,3,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,5,$8.42
4865,01/06/13,4118,M,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,$13.73
4866,01/06/13,7240,M,S,Y,4,$50K - $70K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,3,$2.75
4867,01/06/13,2862,F,M,Y,1,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,3,$6.67
4868,01/06/13,4548,M,S,Y,2,$30K - $50K,Beverly Hills,CA,USA,Food,Eggs,Eggs,3,$22.54
4869,01/06/13,921,M,S,Y,5,$70K - $90K,Yakima,WA,USA,Food,Starchy Foods,Starchy Foods,5,$22.62
4870,01/06/13,1802,F,M,Y,1,$50K - $70K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,3,$21.45
4871,01/06/13,4655,F,M,Y,4,$50K - $70K,Merida,Yucatan,Mexico,Food,Produce,Fruit,5,$16.52
4872,01/06/13,7946,F,M,Y,1,$90K - $110K,Camacho,Zacatecas,Mexico,Food,Produce,Vegetables,3,$11.57
4873,01/06/13,4263,M,M,Y,4,$30K - $50K,San Diego,CA,USA,Non-Consumable,Household,Electrical,3,$11.48
4874,01/06/13,3045,F,S,Y,0,$130K - $150K,Seattle,WA,USA,Food,Canned Foods,Vegetables,3,$10.19
4875,01/07/13,4825,F,M,Y,3,$110K - $130K,Beverly Hills,CA,USA,Food,Dairy,Dairy,4,$21.60
4876,01/07/13,6916,M,S,Y,4,$110K - $130K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,7,$22.33
4877,01/07/13,6105,M,S,Y,0,$30K - $50K,Yakima,WA,USA,Food,Dairy,Dairy,4,$4.54
4878,01/07/13,5956,M,S,N,4,$30K - $50K,Walla Walla,WA,USA,Food,Snack Foods,Snack Foods,2,$8.19
4879,01/07/13,8153,F,M,Y,3,$10K - $30K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$19.94
4880,01/07/13,3360,M,M,Y,1,$70K - $90K,Salem,OR,USA,Food,Canned Foods,Vegetables,5,$8.32
4881,01/07/13,3787,F,S,Y,5,$10K - $30K,Bremerton,WA,USA,Food,Produce,Vegetables,5,$20.24
4882,01/07/13,1520,M,M,N,2,$10K - $30K,Vancouver,BC,Canada,Food,Produce,Vegetables,4,$2.82
4883,01/07/13,2143,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Vegetables,4,$6.72
4884,01/07/13,4497,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Plastic Products,4,$21.00
4885,01/07/13,9929,M,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Baked Goods,Bread,5,$8.71
4886,01/07/13,9929,M,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Produce,Vegetables,7,$36.98
4887,01/07/13,8121,F,S,N,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Jams and Jellies,2,$10.35
4888,01/07/13,4070,M,M,Y,2,$10K - $30K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,4,$11.70
4889,01/07/13,6977,M,M,N,1,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,5,$6.66
4890,01/07/13,8087,F,M,Y,2,$10K - $30K,Merida,Yucatan,Mexico,Food,Produce,Fruit,4,$6.32
4891,01/07/13,2654,F,M,Y,3,$130K - $150K,Los Angeles,CA,USA,Food,Frozen Foods,Pizza,5,$8.71
4892,01/07/13,5944,M,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Dairy,Dairy,4,$5.18
4893,01/07/13,7486,M,M,Y,1,$10K - $30K,Bremerton,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,$7.19
4894,01/07/13,7870,F,S,Y,1,$110K - $130K,Seattle,WA,USA,Food,Deli,Meat,5,$15.84
4895,01/08/13,8618,M,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,4,$18.71
4896,01/08/13,4357,F,S,Y,2,$30K - $50K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$15.05
4897,01/08/13,1773,M,M,N,2,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,$18.67
4898,01/08/13,7695,F,S,N,4,$70K - $90K,Beverly Hills,CA,USA,Drink,Beverages,Hot Beverages,4,$25.58
4899,01/08/13,9248,F,S,Y,2,$50K - $70K,Seattle,WA,USA,Non-Consumable,Household,Candles,5,$12.32
4900,01/08/13,8930,M,M,N,0,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,6,$10.98
4901,01/08/13,2320,F,M,Y,1,$30K - $50K,Bellingham,WA,USA,Food,Canned Foods,Vegetables,1,$1.56
4902,01/08/13,7279,F,M,N,3,$130K - $150K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Hygiene,3,$5.88
4903,01/08/13,2227,M,S,N,2,$70K - $90K,Guadalajara,Jalisco,Mexico,Non-Consumable,Household,Paper Products,3,$7.59
4904,01/08/13,1659,F,M,Y,1,$30K - $50K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$13.44
4905,01/08/13,1297,M,S,N,4,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,2,$14.14
4906,01/08/13,4118,M,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Baked Goods,Bread,4,$3.88
4907,01/08/13,1067,M,S,N,2,$70K - $90K,Vancouver,BC,Canada,Food,Frozen Foods,Pizza,6,$7.36
4908,01/08/13,4174,F,S,N,4,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,$6.96
4909,01/08/13,2510,M,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,5,$13.18
4910,01/08/13,4579,F,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,4,$4.84
4911,01/08/13,7262,F,S,Y,2,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,$27.77
4912,01/08/13,8667,M,M,Y,3,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Electrical,6,$30.36
4913,01/08/13,6563,F,S,N,4,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,3,$19.17
4914,01/08/13,7929,M,M,Y,4,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,6,$15.07
4915,01/08/13,2114,F,S,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,6,$19.51
4916,01/08/13,1056,F,M,Y,2,$10K - $30K,Camacho,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,4,$14.61
4917,01/08/13,1617,M,M,Y,4,$130K - $150K,Portland,OR,USA,Non-Consumable,Household,Electrical,4,$11.55
4918,01/08/13,6324,F,S,Y,3,$30K - $50K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,2,$5.68
4919,01/08/13,3966,M,M,Y,2,$10K - $30K,Seattle,WA,USA,Food,Baked Goods,Bread,4,$13.76
4920,01/08/13,8169,F,M,Y,3,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Meat,2,$9.43
4921,01/08/13,9226,F,M,Y,1,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,$14.18
4922,01/09/13,2648,M,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,4,$16.46
4923,01/09/13,7571,F,M,Y,1,$10K - $30K,Beverly Hills,CA,USA,Food,Breakfast Foods,Breakfast Foods,3,$4.13
4924,01/09/13,1024,F,M,Y,0,$50K - $70K,Tacoma,WA,USA,Food,Canned Foods,Canned Shrimp,4,$19.45
4925,01/09/13,10033,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$19.49
4926,01/09/13,4498,F,M,Y,2,$70K - $90K,Tacoma,WA,USA,Food,Dairy,Dairy,2,$14.63
4927,01/09/13,2251,M,M,N,0,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,$5.57
4928,01/09/13,5597,F,S,Y,2,$110K - $130K,Bremerton,WA,USA,Food,Produce,Vegetables,5,$23.60
4929,01/09/13,2229,M,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Kitchen Products,4,$2.65
4930,01/09/13,9495,M,S,Y,0,$70K - $90K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,$8.13
4931,01/09/13,9321,M,M,Y,2,$10K - $30K,Walla Walla,WA,USA,Food,Snack Foods,Snack Foods,4,$11.66
4932,01/09/13,4009,M,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,5,$7.72
4933,01/09/13,4026,F,M,Y,5,$90K - $110K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,4,$38.42
4934,01/09/13,3422,M,S,Y,1,$30K - $50K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,6,$7.00
4935,01/09/13,896,F,M,Y,5,$50K - $70K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,5,$14.74
4936,01/09/13,3035,F,S,N,4,$50K - $70K,San Andres,DF,Mexico,Food,Frozen Foods,Frozen Entrees,2,$3.66
4937,01/09/13,10231,M,S,Y,2,$130K - $150K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,$21.25
4938,01/09/13,9866,M,S,N,1,$70K - $90K,Bremerton,WA,USA,Drink,Dairy,Dairy,6,$2.64
4939,01/09/13,5559,F,M,Y,4,$130K - $150K,Merida,Yucatan,Mexico,Non-Consumable,Periodicals,Magazines,3,$13.68
4940,01/09/13,9187,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,4,$18.51
4941,01/09/13,7849,M,M,Y,2,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,4,$5.36
4942,01/10/13,598,M,M,N,0,$10K - $30K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,3,$5.18
4943,01/10/13,9504,F,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Frozen Foods,Breakfast Foods,5,$28.70
4944,01/10/13,7215,F,S,Y,3,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,$4.64
4945,01/10/13,8414,M,M,N,1,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Entrees,5,$18.99
4946,01/10/13,8414,M,M,N,1,$10K - $30K,Tacoma,WA,USA,Drink,Dairy,Dairy,2,$4.00
4947,01/10/13,1473,M,S,Y,0,$10K - $30K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,2,$4.83
4948,01/10/13,6208,F,M,N,1,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Household,Cleaning Supplies,5,$27.94
4949,01/10/13,8202,F,S,Y,0,$70K - $90K,Bremerton,WA,USA,Food,Deli,Meat,6,$16.09
4950,01/10/13,750,M,S,N,3,$30K - $50K,Salem,OR,USA,Drink,Beverages,Pure Juice Beverages,3,$16.88
4951,01/10/13,3551,F,M,Y,2,$30K - $50K,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,4,$8.69
4952,01/10/13,3922,M,M,Y,3,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,$19.56
4953,01/10/13,5050,F,S,Y,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$10.87
4954,01/10/13,7241,M,M,Y,4,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,$13.73
4955,01/10/13,7342,M,M,Y,1,$50K - $70K,San Andres,DF,Mexico,Drink,Beverages,Hot Beverages,4,$18.02
4956,01/10/13,8947,M,S,Y,2,$50K - $70K,Bremerton,WA,USA,Food,Produce,Fruit,4,$5.34
4957,01/10/13,3725,M,M,Y,4,$110K - $130K,Yakima,WA,USA,Food,Produce,Vegetables,2,$7.41
4958,01/10/13,5712,F,M,Y,2,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$1.53
4959,01/10/13,5898,M,S,N,2,$10K - $30K,Bremerton,WA,USA,Food,Deli,Meat,3,$18.05
4960,01/10/13,8697,F,S,Y,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,5,$15.81
4961,01/10/13,7085,F,S,Y,3,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,$6.78
4962,01/11/13,4436,F,M,Y,1,$30K - $50K,Bremerton,WA,USA,Food,Baked Goods,Bread,3,$7.85
4963,01/11/13,9629,F,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,$6.84
4964,01/11/13,5733,M,M,Y,2,$10K - $30K,Portland,OR,USA,Food,Baked Goods,Bread,4,$13.39
4965,01/11/13,6893,F,M,Y,3,$30K - $50K,Beverly Hills,CA,USA,Food,Snacks,Candy,5,$11.68
4966,01/11/13,3691,M,M,Y,3,$130K - $150K,Tacoma,WA,USA,Food,Dairy,Dairy,7,$4.07
4967,01/11/13,8190,F,M,Y,2,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,5,$8.25
4968,01/11/13,542,M,M,N,3,$130K - $150K,Vancouver,BC,Canada,Food,Baking Goods,Jams and Jellies,4,$10.35
4969,01/11/13,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Anchovies,5,$12.94
4970,01/11/13,8569,M,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Deli,Meat,4,$4.27
4971,01/11/13,3593,F,M,Y,2,$150K +,Bremerton,WA,USA,Non-Consumable,Household,Paper Products,6,$4.56
4972,01/11/13,4497,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,4,$3.84
4973,01/11/13,7241,M,M,Y,4,$50K - $70K,Tacoma,WA,USA,Food,Dairy,Dairy,5,$13.52
4974,01/11/13,4413,M,M,Y,3,$10K - $30K,Salem,OR,USA,Food,Breakfast Foods,Breakfast Foods,3,$4.64
